SEQ,common_name,scientific_name,merged_SEQ,ADU,avibase_id,avibase_id_source,avilist_common_name,avilist_scientific_name,avilist_sort,avilist_members,ebird_code,family,order,iucn,birdlife_url,n_avilist_species,endemic,afrotropical,palearctic,waterbird,mass,habitat,habitat_density,migration,trophic_level,trophic_niche,primary_lifestyle,range_size,flag,comment
1037,Black-headed Waxbill,Estrilda atricapilla,,3740,avibase-C38DEB1A,ebird_single,Kandt's Waxbill,Estrilda kandti,29486,Estrilda kandti,kanwax1,"Munias, Parrotfinches, Waxbills, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/103813616,1,false,false,false,false,8,Grassland,2,1,Herbivore,Granivore,Generalist,113134.74,,
1038,Yellow-bellied Waxbill,Estrilda melanotis,,826,avibase-B9BE800C,ebird_single,Yellow-bellied Waxbill,Coccopygia quartinia,29419,Coccopygia quartinia,yebwax2,"Munias, Parrotfinches, Waxbills, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/103815089,1,false,false,false,false,6.7,Shrubland,2,1,Omnivore,Granivore,Generalist,676732.96,,
1039,Zebra Waxbill,Amandava subflava,,838,avibase-ECC40D44,ebird_single,Orange-breasted Waxbill,Amandava subflava,29550,Amandava subflava,zebwax2,"Munias, Parrotfinches, Waxbills, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719624,1,false,false,false,false,7.4,Grassland,3,1,Herbivore,Granivore,Generalist,3352898.94,,
1040,Quail-Finch,Ortygospiza atricollis,,844,avibase-8E5252EB,ebird_single,Quailfinch,Ortygospiza atricollis,29529,Ortygospiza atricollis,quailf1,"Munias, Parrotfinches, Waxbills, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22735955,1,false,false,false,false,10.6,Grassland,3,1,Herbivore,Granivore,Terrestrial,3231575.56,,
1041,Bronze Mannikin,Lonchura cucullata,,823,avibase-142E4CB7,ebird_single,Bronze Mannikin,Spermestes cucullata,29268,Spermestes cucullata,broman1,"Munias, Parrotfinches, Waxbills, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719782,1,false,false,false,false,9,Woodland,2,1,Herbivore,Granivore,Terrestrial,8668523.94,,
1042,Black and White Mannikin,Lonchura bicolor,,824,avibase-E358EC8A,ebird_single,Black-and-white Mannikin,Spermestes bicolor,29272,Spermestes bicolor,bawman1,"Munias, Parrotfinches, Waxbills, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/105968860,1,false,false,false,false,9.9,Woodland,2,1,Herbivore,Granivore,Insessorial,5169258.15,,
1043,Magpie Mannikin,Lonchura fringilloides,,822,avibase-64E386FE,ebird_single,Magpie Mannikin,Spermestes fringilloides,29271,Spermestes fringilloides,magman1,"Munias, Parrotfinches, Waxbills, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719801,1,false,false,false,false,16.8,Forest,2,1,Herbivore,Granivore,Insessorial,1503708.26,There is likely an error of identification or taxnomy with the old atlas data,
1044,Silver-bill,Lonchura malabarica,,3784,avibase-FC6A9CD0,ebird_single,African Silverbill,Euodice cantans,29281,Euodice cantans,afrsil1,"Munias, Parrotfinches, Waxbills, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719761,1,false,false,false,false,12,Grassland,3,1,Herbivore,Granivore,Terrestrial,3802160.03,,
1045,Grey-headed Silver-bill,Lonchura griseicapilla,,3966,avibase-7D6F12FE,ebird_single,Grey-headed Silverbill,Spermestes griseicapilla,29267,Spermestes griseicapilla,gyhsil1,"Munias, Parrotfinches, Waxbills, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719778,1,false,false,false,false,15,Shrubland,3,1,Herbivore,Granivore,Terrestrial,430770.23,,
1046,Cut-throat Finch,Amadina fasciata,,821,avibase-CDDA63E0,ebird_single,Cut-throat Finch,Amadina fasciata,29543,Amadina fasciata,cutthr1,"Munias, Parrotfinches, Waxbills, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719927,1,false,false,false,false,18,Grassland,3,1,Herbivore,Granivore,Terrestrial,3347451.84,,
1047,Cinnamon-breasted Rock Bunting,Emberiza tahapisi,,0,avibase-49691092,manual,Gosling's/Cinnamon-breasted Bunting,Emberiza sp.,30789,Emberiza goslingi|Emberiza tahapisi,gosbun1|cibbun1,Old World Buntings,Passeriformes,NE,,2,false,false,false,false,13,Rock,3,2,Herbivore,Granivore,Terrestrial,4092995.92,,
1048,House Bunting,Emberiza striolata,,4048,avibase-CDF4A106,ebird_single,Striolated Bunting,Emberiza striolata,30785,Emberiza striolata,houbun2,Old World Buntings,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22735007,1,false,false,false,false,14.8,Rock,3,1,Herbivore,Granivore,Terrestrial,2669183.7,,
1049,Ortolan Bunting,Emberiza hortulana,,4032,avibase-47210561,ebird_single,Ortolan Bunting,Emberiza hortulana,30881,Emberiza hortulana,ortbun1,Old World Buntings,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22720916,1,false,false,true,false,19.9,Shrubland,2,3,Omnivore,Omnivore,Generalist,9881195.68,,
1050,Golden-breasted Bunting,Emberiza flaviventris,,874,avibase-D1C1A026,ebird_single,Golden-breasted Bunting,Emberiza flaviventris,30755,Emberiza flaviventris,gobbun1,Old World Buntings,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22720972,1,false,false,false,false,18.2,Shrubland,2,1,Herbivore,Omnivore,Terrestrial,6969113.54,,
1051,Somali Golden-breasted Bunting,Emberiza poliopleura,,4038,avibase-72386016,ebird_single,Somali Bunting,Emberiza poliopleura,30760,Emberiza poliopleura,sombun1,Old World Buntings,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22720977,1,false,false,false,false,15.8,Shrubland,2,1,Herbivore,Granivore,Terrestrial,1250196.23,,
1052,Brown-rumped Bunting,Emberiza forbesi,,4020,avibase-BB11EE7F,ebird_single,Brown-rumped Bunting,Emberiza affinis,30761,Emberiza affinis,brrbun1,Old World Buntings,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22720982,1,false,false,false,false,15.4,Forest,2,1,Omnivore,Invertivore,Terrestrial,1397601.22,,
1053,Yellow-crowned Canary,Serinus canicollis,,4098,avibase-DCFFEEC1,ebird_single,Yellow-crowned Canary,Serinus flavivertex,30664,Serinus flavivertex,yeccan1,"Finches, Euphonias, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22732947,1,false,false,false,false,14,Shrubland,2,1,Herbivore,Granivore,Terrestrial,323625.7,,
1054,African Citril,Serinus citrinelloides,,0,avibase-799630F1,manual,African/Southern/Western Citril,Crithagra sp.,30487,Crithagra citrinelloides|Crithagra hyposticta|Crithagra frontalis,afrcit1|soucit1|wescit1,"Finches, Euphonias, and Allies",Passeriformes,LC,,3,false,false,false,false,13,Shrubland,2,1,Herbivore,Granivore,Generalist,555034.99,,
1055,Papyrus Canary,Serinus koliensis,,4080,avibase-5E456730,ebird_single,Papyrus Canary,Crithagra koliensis,30497,Crithagra koliensis,papcan1,"Finches, Euphonias, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22720109,1,false,false,false,false,13.6,Shrubland,2,1,Herbivore,Granivore,Insessorial,54614.04,,
1056,Yellow-fronted Canary,Serinus mozambicus,,859,avibase-169B483C,ebird_single,Yellow-fronted Canary,Crithagra mozambica,30476,Crithagra mozambica,yefcan,"Finches, Euphonias, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22720181,1,false,false,false,false,11.9,Shrubland,3,1,Herbivore,Omnivore,Generalist,9532014.48,,
1057,White-bellied Canary,Serinus dorsostriatus,,4096,avibase-90C937E4,ebird_single,White-bellied Canary,Crithagra dorsostriata,30513,Crithagra dorsostriata,whbcan1,"Finches, Euphonias, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22720197,1,false,false,false,false,15.1,Shrubland,3,1,Herbivore,Granivore,Generalist,861574.54,,
1058,Yellow-rumped Seed-eater,Serinus atrogularis,,4074,avibase-69EB514A,ebird_single,Reichenow's Seedeater,Crithagra reichenowi,30510,Crithagra reichenowi,reisee2,"Finches, Euphonias, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22720154,1,false,false,false,false,15.4,Desert,3,1,Herbivore,Granivore,Generalist,853459.07,,
1059,Brimstone Canary,Serinus sulphuratus,,863,avibase-53A5E91F,ebird_single,Brimstone Canary,Crithagra sulphurata,30521,Crithagra sulphurata,brican1,"Finches, Euphonias, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22720205,1,false,false,false,false,27.9,Shrubland,2,1,Herbivore,Granivore,Insessorial,1869165.54,,
1060,Grosbeak Canary,Serinus donaldsoni,,0,avibase-46634B1F,manual,Northern/Southern Grosbeak-Canary,Crithagra sp.,30519,Crithagra donaldsoni|Crithagra buchanani,norgrc1|sougrc1,"Finches, Euphonias, and Allies",Passeriformes,LC,,2,false,false,false,false,24,Shrubland,3,1,Herbivore,Granivore,Generalist,128078.23,,
1061,Streaky-headed Seed-eater,Serinus elgonensis,,4088,avibase-115CB3F4,ebird_single,West African Seedeater,Crithagra canicapilla,30552,Crithagra canicapilla,sthsee3,"Finches, Euphonias, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/103761640,1,false,false,false,false,16,Shrubland,2,1,Herbivore,Omnivore,Insessorial,1507366.09,This map might contains errors,
1062,Stripe-breasted Seed-eater,Serinus reichardi,,834,avibase-DE9A742B,ebird_single,Reichard's Seedeater,Crithagra reichardi,30563,Crithagra reichardi,reisee4,"Finches, Euphonias, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/103761856,1,false,false,false,false,15.4,Shrubland,2,1,Herbivore,Granivore,Generalist,580348.35,,
1063,Thick-billed Seed-eater,Serinus burtoni,,1159,avibase-8E8B3DB9,ebird_single,Thick-billed Seedeater,Crithagra burtoni,30539,Crithagra burtoni,thbsee1,"Finches, Euphonias, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22720267,1,false,false,false,false,30.5,Forest,1,1,Herbivore,Granivore,Insessorial,400739.28,,
1064,Streaky Seed-eater,Serinus striolatus,,778,avibase-580A93C2,ebird_single,Streaky Seedeater,Crithagra striolata,30535,Crithagra striolata,strsee1,"Finches, Euphonias, and Allies",Passeriformes,NE,,1,false,false,false,false,22.4,Shrubland,2,1,Herbivore,Omnivore,Insessorial,867600.67,,
1065,Oriole Finch,Linurgus olivaceus,,477,avibase-80B649D4,ebird_single,Oriole Finch,Linurgus olivaceus,30466,Linurgus olivaceus,orifin1,"Finches, Euphonias, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22720319,1,false,false,false,false,20.3,Forest,1,1,Herbivore,Granivore,Insessorial,220044.21,,
9001,Arctic Tern,Sterna paradisaea,,294,avibase-BDC5CF80,ebird_single,Arctic Tern,Sterna paradisaea,4506,Sterna paradisaea,arcter,"Skimmers, Noddies, Terns, and Gulls",Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22694629,1,false,false,true,true,110,Coastal,3,3,Carnivore,Aquatic predator,Aerial,,"Species not recorded during both the old and new atlas, but recorded in Kenya.",Not recorded in the old atlas
9002,Black Crowned-Crane,Balearica pavonina,,1918,avibase-31413BFF,ebird_single,Black Crowned Crane,Balearica pavonina,3261,Balearica pavonina,blccra1,Cranes,Gruiformes,VU,https://datazone.birdlife.org/species/factsheet/22692039,1,false,false,false,true,3590,Wetland,3,1,Omnivore,Omnivore,Terrestrial,,"Species not recorded during both the old and new atlas, but recorded in Kenya.",Not recorded in the old atlas
9003,Blue-breasted Kingfisher,Halcyon malimbica,,1131,avibase-0D8BDD35,ebird_single,Blue-breasted Kingfisher,Halcyon malimbica,9385,Halcyon malimbica,blbkin4,Kingfishers,Coraciiformes,LC,https://datazone.birdlife.org/species/factsheet/22683269,1,false,false,false,false,91.8,Forest,1,1,Carnivore,Invertivore,Insessorial,,"Species not recorded during both the old and new atlas, but recorded in Kenya.",Not recorded in the old atlas
9004,Cassin's Hawk-Eagle,Aquila africana,,2144,avibase-51FD3E3C,ebird_single,Cassin's Hawk-Eagle,Aquila africana,8187,Aquila africana,cashae1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,LC,https://datazone.birdlife.org/species/factsheet/22696138,1,false,false,false,false,1047,Woodland,1,2,Carnivore,Vertivore,Generalist,,Not recorded in the old atlas,Not recorded in the old atlas
9005,Karamoja Apalis,Apalis karamojae,,3076,avibase-174A4C00,ebird_single,Karamoja Apalis,Apalis karamojae,21765,Apalis karamojae,karapa2,Cisticolas and Allies,Passeriformes,VU,https://datazone.birdlife.org/species/factsheet/277301637,1,false,false,false,false,9.2,Shrubland,2,1,Carnivore,Invertivore,Insessorial,,Not recorded in the old atlas,Not recorded in the old atlas
9006,Lesser Bristlebill,Bleda notatus,,0,avibase-4F97BFE1,ebird_single,Yellow-lored Bristlebill,Bleda notatus,23298,Bleda notatus,lesbri1,Bulbuls,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/103817273,1,false,false,false,false,35.7,Forest,1,1,Carnivore,Invertivore,Generalist,,Not recorded in the old atlas,Not recorded in the old atlas
9007,Locustfinch,Paludipasser locustella,,845,avibase-EF6293B7,ebird_single,Locust Finch,Paludipasser locustella,29525,Paludipasser locustella,locust3,"Munias, Parrotfinches, Waxbills, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719645,1,false,false,false,false,10.6,Grassland,3,1,Herbivore,Granivore,Terrestrial,,"Species not recorded during both the old and new atlas, but recorded in Kenya.",Not recorded in the old atlas
9008,Mallard,Anas platyrhynchos,,1016,avibase-85625D75,ebird_single,Mallard,Anas platyrhynchos,544,Anas platyrhynchos,mallar3,"Ducks, Swans, and Geese",Anseriformes,LC,https://datazone.birdlife.org/species/factsheet/22680186,1,false,false,true,true,843.4,Wetland,3,2,Herbivore,Herbivore aquatic,Aquatic,,"Species not recorded during both the old and new atlas, but recorded in Kenya.",Not recorded in the old atlas
9009,Oriental Honey-buzzard,Pernis ptilorhynchus,,2140,avibase-1192205B,ebird_single,Crested Honey Buzzard,Pernis ptilorhynchus,8031,Pernis ptilorhynchus,orihob2,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,LC,https://datazone.birdlife.org/species/factsheet/22694995,1,false,false,true,false,1141.1,Woodland,2,1,Carnivore,Invertivore,Insessorial,,Not recorded in the old atlas. This species is prone to misidentification and its maps might be affected by error.,Not recorded in the old atlas
9010,Racket-tailed Roller,Coracias spatulatus,,414,avibase-BB456342,ebird_single,Racket-tailed Roller,Coracias spatulatus,9052,Coracias spatulatus,ratrol2,Rollers,Coraciiformes,LC,https://datazone.birdlife.org/species/factsheet/22682883,1,false,false,false,false,90.4,Woodland,2,1,Carnivore,Invertivore,Insessorial,,Not recorded in the old atlas,Not recorded in the old atlas
9011,River Prinia,Prinia fluviatilis,,3184,avibase-1CB41EB5,ebird_single,River Prinia,Prinia fluviatilis,21915,Prinia fluviatilis,rivpri1,Cisticolas and Allies,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22713618,1,false,false,false,false,8,Wetland,2,1,Carnivore,Invertivore,Insessorial,,"Species not recorded during both the old and new atlas, but recorded in Kenya.",Not recorded in the old atlas
9012,Rosy Starling,Pastor roseus,,9430,avibase-24208346,ebird_single,Rosy Starling,Pastor roseus,26338,Pastor roseus,rossta2,"Rhabdornis, Starlings, and Mynas",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22710881,1,false,false,true,false,73,Grassland,3,3,Omnivore,Omnivore,Insessorial,,"Species not recorded during both the old and new atlas, but recorded in Kenya.",Not recorded in the old atlas
9013,Rufous-tailed Weaver,Histurgops ruficauda,,3766,avibase-FD2FEFFD,ebird_single,Rufous-tailed Weaver,Histurgops ruficauda,28903,Histurgops ruficauda,rutwea1,Weavers and Allies,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22718711,1,false,false,false,false,69,Shrubland,2,1,Omnivore,Omnivore,Terrestrial,,Not recorded in the old atlas,Not recorded in the old atlas
9014,Sooty Shearwater,Ardenna grisea,,29,avibase-1725B07D,ebird_single,Sooty Shearwater,Ardenna grisea,4856,Ardenna grisea,sooshe,"Petrels, Shearwaters, and Diving Petrels",Procellariiformes,NT,https://datazone.birdlife.org/species/factsheet/22698209,1,false,false,false,false,787,Marine,3,3,Carnivore,Aquatic predator,Generalist,,"Species not recorded during both the old and new atlas, but recorded in Kenya. Seabird species maps are unreliable because they are strongly depend on effort",Not recorded in the old atlas
9015,South African Swallow,Petrochelidon spilodera,,504,avibase-7D1AE743,ebird_single,South African Cliff Swallow,Petrochelidon spilodera,22824,Petrochelidon spilodera,soaswa2,Swallows,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22712412,1,false,false,false,false,20.6,Grassland,3,3,Carnivore,Invertivore,Aerial,,Not recorded in the old atlas,Not recorded in the old atlas
9016,Variable Indigobird,Vidua funerea,,849,avibase-49EF9657,ebird_single,Dusky Indigobird,Vidua funerea,29213,Vidua funerea,varind1,Whydahs and Indigobirds,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22736178,1,false,false,false,false,14.3,Woodland,3,1,Herbivore,Granivore,Terrestrial,,Not recorded in the old atlas,Not recorded in the old atlas
9017,Weyns's Weaver,Ploceus weynsi,,3946,avibase-341298B9,ebird_single,Weyns's Weaver,Ploceus weynsi,29022,Ploceus weynsi,weywea1,Weavers and Allies,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22718941,1,false,false,false,false,29,Forest,1,2,Omnivore,Omnivore,Insessorial,,Not recorded in the old atlas,Not recorded in the old atlas
9018,White-capped Albatross,Thalassarche cauta,,4150,avibase-87797B47,ebird_single,Shy Albatross,Thalassarche cauta,4744,Thalassarche cauta,whcalb1,Albatrosses,Procellariiformes,NE,,1,false,false,false,false,3897.7,Marine,3,3,Carnivore,Aquatic predator,Aquatic,,"Species not recorded during both the old and new atlas, but recorded in Kenya. Seabird species maps are unreliable because they are strongly depend on effort",Not recorded in the old atlas
9019,Arnot's Chat,Myrmecocichla arnotti,,0,avibase-535524BE,ebird_single,Arnot's Chat,Myrmecocichla arnotti,28068,Myrmecocichla arnotti,whbcha2,"Chats, Old World Flycatchers, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22710432,1,false,false,false,false,39.6,Woodland,2,1,Carnivore,Invertivore,Generalist,,Not recorded in the old atlas,Not recorded in the old atlas
9020,Ethiopian Bee-eater,Merops lafresnayii,,0,avibase-D0C68FE0,ebird_single,Ethiopian Bee-eater,Merops lafresnayii,9104,Merops lafresnayii,bubbee2,Bee-eaters,Coraciiformes,LC,https://datazone.birdlife.org/species/factsheet/61627085,1,false,false,false,false,22.5,Wetland,3,1,Carnivore,Invertivore,Insessorial,,Not recorded in the old atlas,Not recorded in the old atlas
9021,Ethiopian Boubou,Laniarius aethiopicus,,14193,avibase-EBC3B53B,ebird_single,Ethiopian Boubou,Laniarius aethiopicus,18134,Laniarius aethiopicus,trobou2,Bushshrikes and Allies,Passeriformes,NE,,1,false,false,false,false,49.4,Woodland,2,1,Carnivore,Invertivore,Insessorial,,Not recorded in the old atlas,Not recorded in the old atlas
