SEQ,common_name,scientific_name,merged_SEQ,ADU,avibase_id,avibase_id_source,avilist_common_name,avilist_scientific_name,avilist_sort,avilist_members,ebird_code,family,order,iucn,birdlife_url,n_avilist_species,endemic,afrotropical,palearctic,waterbird,mass,habitat,habitat_density,migration,trophic_level,trophic_niche,primary_lifestyle,range_size,flag,comment
965,Brown-capped Weaver,Ploceus insignis,,1150,avibase-C649EA57,ebird_single,Brown-capped Weaver,Ploceus insignis,29054,Ploceus insignis,brcwea1,Weavers and Allies,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719040,1,false,false,false,false,27.5,Forest,1,1,Omnivore,Invertivore,Insessorial,247177.26,This map might contains errors,
966,Yellow-mantled Weaver,Ploceus tricolor,,3944,avibase-BE85C81E,ebird_single,Yellow-mantled Weaver,Ploceus tricolor,29039,Ploceus tricolor,yemwea1,Weavers and Allies,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22718983,1,false,false,false,false,36.8,Forest,1,1,Carnivore,Invertivore,Insessorial,1061576.05,,
967,Dark-backed Weaver,Ploceus bicolor,,790,avibase-70312286,ebird_single,Dark-backed Weaver,Ploceus bicolor,29046,Ploceus bicolor,forwea1,Weavers and Allies,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719017,1,false,false,false,false,34.5,Forest,2,1,Omnivore,Invertivore,Insessorial,1377098.31,,
968,Red-headed Malimbe,Malimbus rubricollis,,3810,avibase-960B56F2,ebird_single,Red-headed Malimbe,Malimbus rubricollis,29183,Malimbus rubricollis,rehmal1,Weavers and Allies,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719108,1,false,false,false,false,42.2,Forest,1,1,Omnivore,Invertivore,Insessorial,2607128.64,,
969,Red-headed Weaver,Anaplectes rubriceps,,793,avibase-4D19099B,ebird_single,Red-headed Weaver,Anaplectes rubriceps,29166,Anaplectes rubriceps,rehwea1,Weavers and Allies,Passeriformes,NE,,1,false,false,false,false,22.6,Woodland,2,1,Carnivore,Invertivore,Insessorial,3258277.53,,
970,Grosbeak Weaver,Amblyospiza albifrons,,804,avibase-C7708C70,ebird_single,Thick-billed Weaver,Amblyospiza albifrons,28891,Amblyospiza albifrons,growea1,Weavers and Allies,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719260,1,false,false,false,false,41.6,Woodland,2,1,Omnivore,Omnivore,Insessorial,3499946.84,,
971,Southern Red Bishop,Euplectes orix,,808,avibase-95F08BC3,ebird_single,Southern Red Bishop,Euplectes orix,29114,Euplectes orix,redbis,Weavers and Allies,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719186,1,false,false,false,false,23,Grassland,3,1,Omnivore,Granivore,Terrestrial,2968587.01,,
972,Northern Red Bishop,Euplectes franciscanus,,3748,avibase-3D122849,ebird_single,Northern Red Bishop,Euplectes franciscanus,29111,Euplectes franciscanus,orabis1,Weavers and Allies,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719181,1,false,false,false,false,16,Grassland,3,1,Herbivore,Granivore,Terrestrial,3246050.92,,
973,Zanzibar Red Bishop,Euplectes nigroventris,,3754,avibase-A31AC101,ebird_single,Zanzibar Red Bishop,Euplectes nigroventris,29115,Euplectes nigroventris,zanbis1,Weavers and Allies,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719191,1,false,false,false,false,12.5,Grassland,3,1,Herbivore,Granivore,Terrestrial,170115.24,,
974,Black-winged Red Bishop,Euplectes hordeaceus,,809,avibase-7B414273,ebird_single,Black-winged Red Bishop,Euplectes hordeaceus,29116,Euplectes hordeaceus,blwbis1,Weavers and Allies,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719176,1,false,false,false,false,19.4,Grassland,3,1,Herbivore,Granivore,Terrestrial,5103979.03,,
975,Black Bishop,Euplectes gierowii,,3750,avibase-CC7862AF,ebird_single,Black Bishop,Euplectes gierowii,29119,Euplectes gierowii,blabis1,Weavers and Allies,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719172,1,false,false,false,false,28.3,Grassland,3,1,Omnivore,Granivore,Terrestrial,246606.93,,
976,Yellow-crowned Bishop,Euplectes afer,,812,avibase-4A58452B,ebird_single,Yellow-crowned Bishop,Euplectes afer,29123,Euplectes afer,yecbis,Weavers and Allies,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719164,1,false,false,false,false,14.3,Wetland,3,1,Herbivore,Granivore,Terrestrial,3098334.42,,
977,Fire-fronted Bishop,Euplectes diadematus,,3746,avibase-95A724BE,ebird_single,Fire-fronted Bishop,Euplectes diadematus,29128,Euplectes diadematus,fifbis1,Weavers and Allies,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719168,1,false,false,false,false,13.9,Grassland,3,1,Herbivore,Granivore,Terrestrial,224374.38,,
978,Yellow Bishop,Euplectes capensis,,810,avibase-97A73D9F,ebird_single,Yellow Bishop,Euplectes capensis,29130,Euplectes capensis,yelbis1,Weavers and Allies,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719200,1,false,false,false,false,30.5,Grassland,3,1,Omnivore,Granivore,Terrestrial,2639722.61,,
979,White-winged Widowbird,Euplectes albonotatus,,814,avibase-749E7B3C,ebird_single,White-winged Widowbird,Euplectes albonotatus,29137,Euplectes albonotatus,whwwid1,Weavers and Allies,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719223,1,false,false,false,false,21.1,Grassland,3,1,Herbivore,Granivore,Terrestrial,2575220.96,,
980,Yellow-mantled Widowbird,Euplectes macrourus,,815,avibase-F5E0EA0D,ebird_single,Yellow-mantled Widowbird,Euplectes macroura,29141,Euplectes macroura,yeswid2,Weavers and Allies,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719209,1,false,false,false,false,21.7,Grassland,3,1,Herbivore,Granivore,Terrestrial,3993290.03,,
981,Red-naped Widowbird,Euplectes ardens,,0,avibase-F5740956,ebird_group_exact,Red-cowled/Red-collared Widowbird,Euplectes sp.,29145,Euplectes laticauda|Euplectes ardens,recwid2|recwid3,Weavers and Allies,Passeriformes,LC,,2,false,false,false,false,19,Grassland,3,1,Herbivore,Omnivore,Generalist,3182674.54,,
982,Long-tailed Widowbird,Euplectes progne,,818,avibase-3153FE22,ebird_single,Long-tailed Widowbird,Euplectes progne,29159,Euplectes progne,lotwid1,Weavers and Allies,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719244,1,false,false,false,false,35.1,Grassland,3,1,Herbivore,Granivore,Terrestrial,697864.82,,
983,Marsh Widowbird,Euplectes hartlaubi,,971,avibase-59E7ABE5,ebird_single,Marsh Widowbird,Euplectes hartlaubi,29155,Euplectes hartlaubi,marwid1,Weavers and Allies,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719233,1,false,false,false,false,35.5,Wetland,3,1,Herbivore,Omnivore,Terrestrial,741261.11,,
984,Fan-tailed Widowbird,Euplectes axillaris,,816,avibase-B08FF959,ebird_single,Fan-tailed Widowbird,Euplectes axillaris,29149,Euplectes axillaris,fatwid1,Weavers and Allies,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719204,1,false,false,false,false,25.1,Grassland,3,1,Herbivore,Granivore,Terrestrial,2371547.67,,
985,Jackson's Widowbird,Euplectes jacksoni,,3752,avibase-87071086,ebird_single,Jackson's Widowbird,Euplectes jacksoni,29163,Euplectes jacksoni,jacwid1,Weavers and Allies,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719249,1,false,false,false,false,37,Grassland,3,1,Herbivore,Granivore,Terrestrial,107944.78,,
986,Red-billed Quelea,Quelea quelea,,805,avibase-2B6DE136,ebird_single,Red-billed Quelea,Quelea quelea,29092,Quelea quelea,rebque1,Weavers and Allies,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719128,1,false,false,false,false,18.6,Grassland,3,2,Herbivore,Granivore,Generalist,10621873.64,,
987,Red-headed Quelea,Quelea erythrops,,806,avibase-F8041931,ebird_single,Red-headed Quelea,Quelea erythrops,29091,Quelea erythrops,rehque1,Weavers and Allies,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719124,1,false,false,false,false,19.3,Grassland,3,2,Herbivore,Granivore,Terrestrial,2572021.83,There is likely an error of identification or taxnomy with the old atlas data,
988,Cardinal Quelea,Quelea cardinalis,,807,avibase-9387DC41,ebird_single,Cardinal Quelea,Quelea cardinalis,29088,Quelea cardinalis,carque1,Weavers and Allies,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719120,1,false,false,false,false,12.7,Grassland,3,2,Herbivore,Granivore,Terrestrial,671909.82,,
989,Parasitic Weaver,Anomalospiza imberbis,,854,avibase-C97A5C39,ebird_single,Cuckoo-finch,Anomalospiza imberbis,29191,Anomalospiza imberbis,parwea1,Whydahs and Indigobirds,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719254,1,false,false,false,false,20.5,Grassland,3,2,Herbivore,Granivore,Terrestrial,1822866.7,,
990,Grey-headed Sparrow,Passer griseus,,3852,avibase-8AF9A02A,manual,Northern Grey-headed/Parrot-billed/Swahili/Swainson's Sparrow,Passer sp.,29744,Passer griseus|Passer gongonensis|Passer suahelicus|Passer swainsonii,gyhspa1|pabspa1|swaspa1|swaspa2,Snowfinches and Old World Sparrows,Passeriformes,LC,,4,false,false,false,false,39.9,Shrubland,2,1,Herbivore,Granivore,Terrestrial,1125295.41,,"Historical lump of 4 species, treated as one taxon (Passer griseus) in the 1970-1984 atlas: Northern Gray-headed Sparrow (Passer griseus, 3192 Kenyan eBird records 2009-2023); Parrot-billed Sparrow (Passer gongonensis, 6156 Kenyan eBird records 2009-2023); Swahili Sparrow (Passer suahelicus, 799 Kenyan eBird records 2009-2023); Swainson's Sparrow (Passer swainsonii, 39 Kenyan eBird records 2009-2023). At least one member was already a distinct, field-separable species during the atlas era; old-atlas records for this concept may include unseparated or misidentified individuals of either."
991,Rufous Sparrow,Passer motitensis,,3844,avibase-991C0C54,legacy_confirmed,Kenya/Shelley's Sparrow,Passer sp.,29765,Passer rufocinctus|Passer shelleyi,kerspa2|shrspa1,Snowfinches and Old World Sparrows,Passeriformes,LC,,2,false,false,false,false,27.8,Woodland,3,1,Herbivore,Granivore,Terrestrial,90120.46,,
992,House Sparrow,Passer domesticus,,784,avibase-240E3390,ebird_single,House Sparrow,Passer domesticus,29807,Passer domesticus,houspa,Snowfinches and Old World Sparrows,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/103818789,1,false,false,false,false,26.5,Human Modified,3,1,Herbivore,Granivore,Terrestrial,34407867.59,,
993,Somali Sparrow,Passer castanopterus,,3842,avibase-1D25E0DB,ebird_single,Somali Sparrow,Passer castanopterus,29803,Passer castanopterus,somspa1,Snowfinches and Old World Sparrows,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22718187,1,false,false,false,false,18,Desert,3,1,Herbivore,Granivore,Terrestrial,712666.84,,
994,Chestnut Sparrow,Passer eminibey,,3846,avibase-D8F2F78B,ebird_single,Chestnut Sparrow,Passer eminibey,29760,Passer eminibey,chespa1,Snowfinches and Old World Sparrows,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22718286,1,false,false,false,false,13.4,Shrubland,3,1,Herbivore,Granivore,Terrestrial,549271.11,,
995,Yellow-spotted Petronia,Petronia pyrgita,,3874,avibase-FCD72CEE,ebird_single,Yellow-spotted Bush Sparrow,Gymnoris pyrgita,29731,Gymnoris pyrgita,yespet1,Snowfinches and Old World Sparrows,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22718290,1,false,false,false,false,24.1,Grassland,3,1,Herbivore,Omnivore,Generalist,1608726.47,,
996,Speckle-fronted Weaver,Sporopipes frontalis,,3972,avibase-C90890A3,ebird_single,Speckle-fronted Weaver,Sporopipes frontalis,28905,Sporopipes frontalis,spfwea1,Weavers and Allies,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22718680,1,false,false,false,false,17.3,Shrubland,2,1,Herbivore,Granivore,Terrestrial,3005541.44,,
997,White-browed Sparrow-Weaver,Plocepasser mahali,,780,avibase-94C71DF6,ebird_single,White-browed Sparrow-Weaver,Plocepasser mahali,28920,Plocepasser mahali,wbswea1,Weavers and Allies,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22718690,1,false,false,false,false,41.5,Woodland,3,1,Omnivore,Omnivore,Terrestrial,3098861.26,,
998,Donaldson-Smith's Sparrow-Weaver,Plocepasser donaldsoni,,3876,avibase-5011E123,ebird_single,Donaldson Smith's Sparrow-Weaver,Plocepasser donaldsoni,28927,Plocepasser donaldsoni,dsswea1,Weavers and Allies,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22718706,1,false,false,false,false,39.9,Shrubland,2,1,Omnivore,Omnivore,Terrestrial,190025.35,,
999,Chestnut-crowned Sparrow-Weaver,Plocepasser superciliosus,,3878,avibase-2C504059,ebird_single,Chestnut-crowned Sparrow-Weaver,Plocepasser superciliosus,28925,Plocepasser superciliosus,ccswea1,Weavers and Allies,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22718695,1,false,false,false,false,37.1,Woodland,2,1,Omnivore,Granivore,Terrestrial,2062715.25,,
1000,Grey-headed Social Weaver,Pseudonigrita arnaudi,,3952,avibase-573C3683,ebird_single,Grey-capped Social Weaver,Pseudonigrita arnaudi,28915,Pseudonigrita arnaudi,gyhsow1,Weavers and Allies,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22718718,1,false,false,false,false,20,Woodland,2,1,Omnivore,Omnivore,Terrestrial,462385.54,,
1001,Black-capped Social Weaver,Pseudonigrita cabanisi,,3954,avibase-65856D49,ebird_single,Black-capped Social Weaver,Pseudonigrita cabanisi,28914,Pseudonigrita cabanisi,bcswea1,Weavers and Allies,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22718725,1,false,false,false,false,20.6,Grassland,3,1,Herbivore,Granivore,Terrestrial,266415.08,,
1002,White-billed Buffalo Weaver,Bubalornis albirostris,,3718,avibase-864D4A4F,ebird_single,White-billed Buffalo Weaver,Bubalornis albirostris,28933,Bubalornis albirostris,wbbwea1,Weavers and Allies,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22718662,1,false,false,false,false,61.9,Woodland,3,1,Omnivore,Omnivore,Terrestrial,2320967.62,,
1003,Red-billed Buffalo Weaver,Bubalornis niger,,779,avibase-9EB53638,ebird_single,Red-billed Buffalo Weaver,Bubalornis niger,28934,Bubalornis niger,rbbwea1,Weavers and Allies,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22718668,1,false,false,false,false,76.2,Woodland,2,1,Omnivore,Invertivore,Terrestrial,2708371.23,,
1004,White-headed Buffalo Weaver,Dinemellia dinemelli,,3730,avibase-00B07B12,ebird_single,White-headed Buffalo Weaver,Dinemellia dinemelli,28929,Dinemellia dinemelli,whbwea1,Weavers and Allies,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22718674,1,false,false,false,false,63.9,Grassland,2,1,Omnivore,Invertivore,Terrestrial,2361338.48,,
1005,Grey-headed Negrofinch,Nigrita canicapilla,,1141,avibase-B15F4C49,ebird_single,Grey-headed Nigrita,Nigrita canicapillus,29456,Nigrita canicapillus,gyhneg1,"Munias, Parrotfinches, Waxbills, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719298,1,false,false,false,false,18.7,Forest,1,1,Omnivore,Invertivore,Insessorial,3831512,,
1006,Chestnut-breasted Negrofinch,Nigrita bicolor,0,#N/A,avibase-AD1CBF5A,ebird_single,Chestnut-breasted Nigrita,Nigrita bicolor,29452,Nigrita bicolor,chbneg1,"Munias, Parrotfinches, Waxbills, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719288,1,false,false,false,false,10.5,Forest,1,1,Omnivore,Omnivore,Insessorial,3277545.3,,"Rejected by Zimmerman et al. 1996. See East African Rarities Committee (EARC) Special Report
Species included for East African countries in Britton (1980)
which have since been considered unacceptable. https://eararities.org/downloads/Fisher,%20Pearson%20&%20Hunter%202016.pdf"
1007,White-breasted Negrofinch,Nigrita fusconota,,3824,avibase-F3B46894,ebird_single,White-breasted Nigrita,Nigrita fusconotus,29449,Nigrita fusconotus,whbneg2,"Munias, Parrotfinches, Waxbills, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719278,1,false,false,false,false,9.1,Forest,1,1,Omnivore,Invertivore,Insessorial,2969480.86,,
1008,Green-winged Pytilia,Pytilia melba,,830,avibase-01A3BE3C,ebird_single,Green-winged Pytilia,Pytilia melba,29585,Pytilia melba,grwpyt1,"Munias, Parrotfinches, Waxbills, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719344,1,false,false,false,false,15.4,Shrubland,2,1,Herbivore,Granivore,Terrestrial,6033419.1,,
1009,Orange-winged Pytilia,Pytilia afra,,829,avibase-6A1ED1C2,ebird_single,Orange-winged Pytilia,Pytilia afra,29594,Pytilia afra,orwpyt1,"Munias, Parrotfinches, Waxbills, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719340,1,false,false,false,false,16.6,Shrubland,2,1,Herbivore,Granivore,Terrestrial,3386528.17,,
1010,Paradise Whydah,Vidua paradisaea,,852,avibase-ACF0F1A2,ebird_single,Long-tailed Paradise Whydah,Vidua paradisaea,29193,Vidua paradisaea,eapwhy1,Whydahs and Indigobirds,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22720012,1,false,false,false,false,20.4,Woodland,3,1,Herbivore,Granivore,Terrestrial,4674400.64,,
1011,Broad-tailed Paradise Whydah,Vidua obtusa,,853,avibase-C1A42CCA,ebird_single,Broad-tailed Paradise Whydah,Vidua obtusa,29194,Vidua obtusa,btpwhy1,Whydahs and Indigobirds,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22720020,1,false,false,false,false,20.7,Woodland,3,1,Herbivore,Granivore,Terrestrial,3242417.31,,
1012,Brown Twinspot,Clytospiza monteiri,,3722,avibase-BD7558AD,ebird_single,Brown Twinspot,Clytospiza monteiri,29611,Clytospiza monteiri,brotwi1,"Munias, Parrotfinches, Waxbills, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719407,1,false,false,false,false,14.9,Shrubland,2,1,Omnivore,Omnivore,Terrestrial,1193530.92,,
1013,Peter's Twinspot,Hypargos niveoguttatus,,832,avibase-50490520,ebird_single,Red-throated Twinspot,Hypargos niveoguttatus,29602,Hypargos niveoguttatus,pettwi1,"Munias, Parrotfinches, Waxbills, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719411,1,false,false,false,false,14.6,Shrubland,2,1,Herbivore,Granivore,Terrestrial,1748989.03,,
1014,Green-backed Twinspot,Mandingoa nitidula,,827,avibase-1A6B766A,ebird_single,Green Twinspot,Mandingoa nitidula,29426,Mandingoa nitidula,grbtwi1,"Munias, Parrotfinches, Waxbills, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719354,1,false,false,false,false,9.6,Forest,1,1,Herbivore,Granivore,Terrestrial,1540214.12,,
1015,Red-headed Bluebill,Spermophaga ruficapilla,,1190,avibase-46A1FC77,ebird_single,Red-headed Bluebill,Spermophaga ruficapilla,29581,Spermophaga ruficapilla,rehblu1,"Munias, Parrotfinches, Waxbills, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719403,1,false,false,false,false,23.6,Forest,1,1,Herbivore,Granivore,Insessorial,562817.84,,
1016,Abyssinian Crimson-wing,Cryptospiza salvadorii,,3726,avibase-98B15EE7,ebird_single,Abyssinian Crimsonwing,Cryptospiza salvadorii,29434,Cryptospiza salvadorii,abcwin1,"Munias, Parrotfinches, Waxbills, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719364,1,false,false,false,false,12.2,Forest,1,1,Herbivore,Granivore,Terrestrial,258138.36,,
1017,Bar-breasted Firefinch,Lagonosticta rufopicta,,3768,avibase-43FE4788,ebird_single,Bar-breasted Firefinch,Lagonosticta rufopicta,29621,Lagonosticta rufopicta,babfir1,"Munias, Parrotfinches, Waxbills, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719428,1,false,false,false,false,9.3,Grassland,3,1,Herbivore,Granivore,Terrestrial,3308898.34,,
1018,Red-billed Firefinch,Lagonosticta senegala,,837,avibase-B4A4E4BF,ebird_single,Red-billed Firefinch,Lagonosticta senegala,29613,Lagonosticta senegala,rebfir2,"Munias, Parrotfinches, Waxbills, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719440,1,false,false,false,false,9.2,Woodland,2,1,Herbivore,Granivore,Terrestrial,10024696.13,,
1019,Red-billed Firefinch Indigobird,Hypochera chalybeata,,851,avibase-BA01A793,ebird_single,Village Indigobird,Vidua chalybeata,29204,Vidua chalybeata,vilind,Whydahs and Indigobirds,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719936,1,false,false,false,false,12.5,Shrubland,3,1,Herbivore,Granivore,Terrestrial,6962831.57,,
1020,Jameson's Firefinch Indigobird,Hypochera purpurascens,,850,avibase-2AA13F1D,ebird_single,Purple Indigobird,Vidua purpurascens,29212,Vidua purpurascens,purind1,Whydahs and Indigobirds,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719962,1,false,false,false,false,13.1,Woodland,3,1,Herbivore,Granivore,Terrestrial,995520.21,,
1021,Jameson's Firefinch,Lagonosticta rhodopareia,,835,avibase-871F32D9,ebird_single,Jameson's Firefinch,Lagonosticta rhodopareia,29638,Lagonosticta rhodopareia,jamfir1,"Munias, Parrotfinches, Waxbills, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/103812687,1,false,false,false,false,9.3,Shrubland,3,1,Herbivore,Granivore,Terrestrial,2706237.28,,
1022,African Firefinch,Lagonosticta rubricata,,833,avibase-A6034D7F,ebird_single,African Firefinch,Lagonosticta rubricata,29631,Lagonosticta rubricata,afffin,"Munias, Parrotfinches, Waxbills, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22731403,1,false,false,false,false,10.2,Woodland,2,1,Herbivore,Granivore,Terrestrial,6048001.08,This species is prone to misidentification and its maps might be affected by error.,
1023,Black-bellied Firefinch,Lagonosticta rara,,3778,avibase-27012CC9,ebird_single,Black-bellied Firefinch,Lagonosticta rara,29624,Lagonosticta rara,blbfir1,"Munias, Parrotfinches, Waxbills, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719444,1,false,false,false,false,10.4,Grassland,3,1,Omnivore,Granivore,Terrestrial,2433099.84,,
1024,Red-cheeked Cordon-bleu,Uraeginthus bengalus,,3974,avibase-EAE77D96,ebird_single,Red-cheeked Cordon-bleu,Uraeginthus bengalus,29565,Uraeginthus bengalus,reccor,"Munias, Parrotfinches, Waxbills, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719493,1,false,false,false,false,9.9,Shrubland,3,1,Herbivore,Granivore,Terrestrial,7647838.82,,
1025,Blue-capped Cordon-bleu,Uraeginthus cyanocephalus,,3976,avibase-5CAE6778,ebird_single,Blue-capped Cordon-bleu,Uraeginthus cyanocephalus,29570,Uraeginthus cyanocephalus,blccor1,"Munias, Parrotfinches, Waxbills, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719499,1,false,false,false,false,9.8,Desert,3,1,Herbivore,Granivore,Terrestrial,756367.53,,
1026,Cordon-bleu,Uraeginthus angolensis,0,#N/A,avibase-B40A6BCD,ebird_single,Blue Waxbill,Uraeginthus angolensis,29561,Uraeginthus angolensis,bubcor1,"Munias, Parrotfinches, Waxbills, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719488,1,false,false,false,false,9.9,Woodland,3,1,Herbivore,Granivore,Terrestrial,3460144,,"Rejected by Zimmerman et al. 1996. See East African Rarities Committee (EARC) Special Report
Species included for East African countries in Britton (1980)
which have since been considered unacceptable. https://eararities.org/downloads/Fisher,%20Pearson%20&%20Hunter%202016.pdf"
1027,Purple Grenadier,Uraeginthus ianthinogaster,,3978,avibase-DE689967,ebird_single,Purple Grenadier,Granatina ianthinogaster,29559,Granatina ianthinogaster,purgre2,"Munias, Parrotfinches, Waxbills, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719504,1,false,false,false,false,14.1,Shrubland,2,1,Herbivore,Granivore,Generalist,1450518.63,,
1028,Straw-tailed Whydah,Vidua fischeri,,3990,avibase-424B857C,ebird_single,Straw-tailed Whydah,Vidua fischeri,29203,Vidua fischeri,sttwhy1,Whydahs and Indigobirds,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719977,1,false,false,false,false,12.2,Shrubland,3,1,Herbivore,Granivore,Terrestrial,1423681.72,,
1029,Waxbill,Estrilda astrild,,843,avibase-61CB98C0,ebird_single,Common Waxbill,Estrilda astrild,29503,Estrilda astrild,comwax,"Munias, Parrotfinches, Waxbills, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719574,1,false,false,false,false,8.3,Grassland,3,1,Herbivore,Granivore,Generalist,5902588.4,,
1030,Black-rumped Waxbill,Estrilda troglodytes,,3744,avibase-D30DC715,ebird_single,Black-rumped Waxbill,Estrilda troglodytes,29519,Estrilda troglodytes,bkrwax,"Munias, Parrotfinches, Waxbills, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719570,1,false,false,false,false,7.6,Shrubland,2,1,Herbivore,Granivore,Generalist,1962649.25,,
1031,Crimson-rumped Waxbill,Estrilda rhodopyga,,817,avibase-6DD8F10F,ebird_single,Crimson-rumped Waxbill,Estrilda rhodopyga,29521,Estrilda rhodopyga,crrwax1,"Munias, Parrotfinches, Waxbills, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719562,1,false,false,false,false,7.7,Grassland,3,1,Herbivore,Granivore,Generalist,1232056.42,,
1032,Pin-tailed Whydah,Vidua macroura,,846,avibase-673E66F0,ebird_single,Pin-tailed Whydah,Vidua macroura,29200,Vidua macroura,pitwhy,Whydahs and Indigobirds,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719988,1,false,false,false,false,15.7,Shrubland,3,1,Herbivore,Granivore,Terrestrial,13164158.38,,
1033,Steel-blue Whydah,Vidua hypocherina,,3992,avibase-8D05A048,ebird_single,Steel-blue Whydah,Vidua hypocherina,29201,Vidua hypocherina,stbwhy1,Whydahs and Indigobirds,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719972,1,false,false,false,false,11.9,Shrubland,3,1,Herbivore,Granivore,Terrestrial,782303.11,,
1034,Fawn-breasted Waxbill,Estrilda paludicola,,1090,avibase-1066028B,ebird_single,Fawn-breasted Waxbill,Estrilda paludicola,29495,Estrilda paludicola,fabwax1,"Munias, Parrotfinches, Waxbills, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719548,1,false,false,false,false,7.6,Grassland,3,1,Herbivore,Granivore,Generalist,1983230.35,,
1035,Black-cheeked Waxbill,Estrilda erythronotus,,0,avibase-9A218AAF,manual,Black-faced/Black-cheeked Waxbill,Brunhilda sp.,29469,Brunhilda erythronotos|Brunhilda charmosyna,blcwax1|rerwax1,"Munias, Parrotfinches, Waxbills, and Allies",Passeriformes,LC,,2,false,false,false,false,7.4,Shrubland,3,1,Herbivore,Granivore,Generalist,748636.98,,
1036,Black-crowned Waxbill,Estrilda nonnula,,1129,avibase-2680F124,ebird_single,Black-crowned Waxbill,Estrilda nonnula,29482,Estrilda nonnula,blcwax2,"Munias, Parrotfinches, Waxbills, and Allies",Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22719589,1,false,false,false,false,7.7,Grassland,3,1,Herbivore,Granivore,Generalist,1215103.1,,
