Ref,Common_group,Common_species,Genus,Species,fp,fpn,fp_last,ad,adn,ad_last
617,Warbler,"Moustached Grass",Melocichla,mentalis,2.6971,285,2022-10-04,0.2695,62,2022-05-29
597,Warbler,Olive-tree,Hippolais,olivetorum,0.3596,38,2022-04-04,0.0217,5,2021-12-03
1067,Warbler,"Papyrus Yellow",Calamonastides,gracilirostris,0.0189,2,2019-10-03,0.0043,1,2020-12-21
598,Warbler,River,Locustella,fluviatilis,0.3028,32,2021-12-09,0.0261,6,2021-12-06
608,Warbler,Sedge,Acrocephalus,schoenobaenus,0.5962,63,2021-12-09,0.0522,12,2022-05-04
3370,Warbler,"Uganda Woodland",Phylloscopus,budongoensis,0.6814,72,2022-10-22,0.1434,33,2022-10-14
3276,Warbler,Upcher's,Hippolais,languida,0.4069,43,2022-02-22,0.0652,15,2021-12-03
1064,Warbler,"White-winged Swamp",Bradypterus,carpalis,0.1703,18,2021-11-30,0.0217,5,2020-11-22
599,Warbler,Willow,Phylloscopus,trochilus,11.1290,1176,2022-11-09,1.3082,301,2022-11-09
947,Warbler,Wood,Phylloscopus,sibilatrix,0.0000,0,-,0.0043,1,2005-03-25
671,Warbler,"Yellow-throated Woodland",Phylloscopus,ruficapilla,0.1514,16,2022-07-02,0.0782,18,2022-07-10
677,Wattle-eye,Black-throated,Platysteira,peltata,3.8232,404,2022-10-28,0.3607,83,2022-10-18
1148,Wattle-eye,Brown-throated,Platysteira,cyanea,1.6656,176,2022-11-08,0.1956,45,2022-10-27
2398,Wattle-eye,Chestnut,Platysteira,castanea,0.1893,20,2022-10-22,0.0261,6,2021-08-11
2404,Wattle-eye,Jameson's,Platysteira,jamesoni,0.0852,9,2019-02-06,0.0043,1,2016-10-02
1125,Wattle-eye,Yellow-bellied,Platysteira,concreta,0.0946,10,2022-10-22,0.0261,6,2021-08-11
3734,Waxbill,"Black-cheeked ",Brunhilda,charmosyna,0.8139,86,2022-10-06,0.0826,19,2022-10-08
1129,Waxbill,Black-crowned,Estrilda,nonnula,0.2744,29,2022-10-07,0.0348,8,2022-04-24
841,Waxbill,Black-faced,Brunhilda,erythronotos,1.7981,190,2022-10-08,0.1912,44,2022-10-05
3744,Waxbill,Black-rumped,Estrilda,troglodytes,0.1703,18,2022-07-30,0.0000,0,-
843,Waxbill,Common,Estrilda,astrild,15.1131,1597,2022-11-09,2.4078,554,2022-11-09
817,Waxbill,Crimson-rumped,Estrilda,rhodopyga,4.1923,443,2022-10-25,0.6780,156,2022-10-26
1090,Waxbill,Fawn-breasted,Estrilda,paludicola,0.0284,3,2020-12-19,0.0000,0,-
3740,Waxbill,Kandt's,Estrilda,kandti,0.1041,11,2022-01-21,0.0217,5,2021-08-04
838,Waxbill,Orange-breasted,Amandava,subflava,0.6908,73,2022-10-25,0.0261,6,2021-08-27
826,Waxbill,Yellow-bellied,Coccopygia,quartinia,2.8201,298,2022-11-05,0.4520,104,2022-09-20
476,Weaver,Baglafecht,Ploceus,baglafecht,31.4470,3323,2022-11-08,8.8791,2043,2022-11-11
1151,Weaver,Black-billed,Ploceus,melanogaster,0.6719,71,2022-11-08,0.1347,31,2021-11-21
3954,Weaver,"Black-capped Social ",Pseudonigrita,cabanisi,1.9116,202,2022-10-09,0.7736,178,2022-10-21
3922,Weaver,"Black-headed ",Ploceus,melanocephalus,1.0883,115,2022-10-21,0.1260,29,2022-11-05
1187,Weaver,Black-necked,Ploceus,nigricollis,3.5961,380,2022-10-22,0.6128,141,2022-10-08
1150,Weaver,Brown-capped,Ploceus,insignis,1.6845,178,2022-11-08,0.1869,43,2022-10-14
796,Weaver,Chestnut,Ploceus,rubiginosus,5.9809,632,2022-11-05,1.0822,249,2022-10-18
3912,Weaver,Clarke's,Ploceus,golandi,0.2460,26,2022-02-24,0.0739,17,2022-08-21
3830,Weaver,Compact,Ploceus,superciliosus,0.0189,2,2022-01-08,0.0043,1,2021-11-10
790,Weaver,Dark-backed,Ploceus,bicolor,2.5362,268,2022-11-08,0.4172,96,2022-10-15
801,Weaver,Golden,Ploceus,xanthops,10.3435,1093,2022-11-09,1.3864,319,2022-11-09
