Sequence,Taxon_rank,Order,Family,Family_English_name,Scientific_name,English_name_AviList,English_name_Clements_v2025,Species_code_Cornell_Lab,AvibaseID,IUCN_Red_List_Category,BirdLife_DataZone_URL
403,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Somateria mollissima,Common Eider,Common Eider,comeid,avibase-B77377EE,NT,https://datazone.birdlife.org/species/factsheet/22680405
411,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Histrionicus histrionicus,Harlequin Duck,Harlequin Duck,harduc,avibase-BCBD2EAE,LC,https://datazone.birdlife.org/species/factsheet/22680423
413,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Melanitta nigra,Common Scoter,Common Scoter,blksco1,avibase-24698199,LC,https://datazone.birdlife.org/species/factsheet/22724879
414,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Melanitta americana,Black Scoter,Black Scoter,blksco2,avibase-B7B1A5DD,NT,https://datazone.birdlife.org/species/factsheet/22732425
415,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Melanitta perspicillata,Surf Scoter,Surf Scoter,sursco,avibase-624078BA,LC,https://datazone.birdlife.org/species/factsheet/22680441
416,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Melanitta fusca,Velvet Scoter,Velvet Scoter,whwsco3,avibase-BAF44E36,VU,https://datazone.birdlife.org/species/factsheet/22724836
417,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Melanitta deglandi,White-winged Scoter,White-winged Scoter,whwsco2,avibase-4800D6B6,LC,https://datazone.birdlife.org/species/factsheet/22734194
418,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Melanitta stejnegeri,Stejneger's Scoter,Stejneger's Scoter,whwsco1,avibase-1A601D86,LC,https://datazone.birdlife.org/species/factsheet/22724845
420,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Bucephala albeola,Bufflehead,Bufflehead,buffle,avibase-FB738385,LC,https://datazone.birdlife.org/species/factsheet/22680462
421,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Bucephala islandica,Barrow's Goldeneye,Barrow's Goldeneye,bargol,avibase-9456DEDF,LC,https://datazone.birdlife.org/species/factsheet/22680459
422,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Bucephala clangula,Common Goldeneye,Common Goldeneye,comgol,avibase-68EA281A,LC,https://datazone.birdlife.org/species/factsheet/22680455
426,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Mergellus albellus,Smew,Smew,smew,avibase-F1F52036,LC,https://datazone.birdlife.org/species/factsheet/22680465
428,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Lophodytes cucullatus,Hooded Merganser,Hooded Merganser,hoomer,avibase-60E6081E,LC,https://datazone.birdlife.org/species/factsheet/22680472
430,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Mergus serrator,Red-breasted Merganser,Red-breasted Merganser,rebmer,avibase-8DB64266,LC,https://datazone.birdlife.org/species/factsheet/22680485
431,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Mergus squamatus,Scaly-sided Merganser,Scaly-sided Merganser,scsmer1,avibase-561D77FF,EN,https://datazone.birdlife.org/species/factsheet/22680488
432,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Mergus octosetaceus,Brazilian Merganser,Brazilian Merganser,bramer1,avibase-9DAC1E8B,CR,https://datazone.birdlife.org/species/factsheet/22680482
433,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Mergus australis,New Zealand Merganser,Auckland Islands Merganser,auimer1,avibase-EDDA42ED,EX,https://datazone.birdlife.org/species/factsheet/22680496
434,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Mergus merganser,Common Merganser,Common Merganser,commer,avibase-407E2CA8,LC,https://datazone.birdlife.org/species/factsheet/22680492
439,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Sarkidiornis melanotos,Knob-billed Duck,Knob-billed Duck,comduc2,avibase-3948131B,LC,https://datazone.birdlife.org/species/factsheet/45953631
440,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Sarkidiornis sylvicola,Comb Duck,Comb Duck,comduc3,avibase-6C8A4060,LC,https://datazone.birdlife.org/species/factsheet/22724744
442,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Hymenolaimus malacorhynchos,Blue Duck,Blue Duck,bluduc1,avibase-C7FB4E76,EN,https://datazone.birdlife.org/species/factsheet/22680121
446,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Chenonetta jubata,Maned Duck,Maned Duck,manduc1,avibase-149A8E7E,LC,https://datazone.birdlife.org/species/factsheet/22680111
448,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Cyanochen cyanoptera,Blue-winged Goose,Blue-winged Goose,buwgoo1,avibase-842CC0BC,NT,https://datazone.birdlife.org/species/factsheet/22679961
450,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Pteronetta hartlaubii,Hartlaub's Duck,Hartlaub's Duck,harduc1,avibase-F28E3EB8,LC,https://datazone.birdlife.org/species/factsheet/22680070
452,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Marmaronetta angustirostris,Marbled Duck,Marbled Duck,martea1,avibase-6362936E,NT,https://datazone.birdlife.org/species/factsheet/22680339
454,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Asarcornis scutulata,White-winged Duck,White-winged Duck,whwduc1,avibase-FDB6503B,CR,https://datazone.birdlife.org/species/factsheet/22680064
456,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Rhodonessa caryophyllacea,Pink-headed Duck,Pink-headed Duck,pihduc1,avibase-8D0294E1,CR,https://datazone.birdlife.org/species/factsheet/22680344
458,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Netta rufina,Red-crested Pochard,Red-crested Pochard,recpoc,avibase-3EC2CDA9,LC,https://datazone.birdlife.org/species/factsheet/22680348
459,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Netta erythrophthalma,Southern Pochard,Southern Pochard,soupoc1,avibase-36C0242E,LC,https://datazone.birdlife.org/species/factsheet/22680354
462,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Netta peposaca,Rosy-billed Pochard,Rosy-billed Pochard,robpoc1,avibase-03A3B616,LC,https://datazone.birdlife.org/species/factsheet/22680351
464,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Aythya nyroca,Ferruginous Duck,Ferruginous Duck,ferduc,avibase-7CF91527,NT,https://datazone.birdlife.org/species/factsheet/22680373
465,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Aythya innotata,Madagascar Pochard,Madagascar Pochard,madpoc1,avibase-691757FF,CR,https://datazone.birdlife.org/species/factsheet/22680380
466,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Aythya baeri,Baer's Pochard,Baer's Pochard,baepoc1,avibase-750FE708,CR,https://datazone.birdlife.org/species/factsheet/22680384
467,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Aythya australis,Hardhead,Hardhead,wheduc1,avibase-ABEF107C,LC,https://datazone.birdlife.org/species/factsheet/22680387
468,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Aythya ferina,Common Pochard,Common Pochard,compoc,avibase-A96692E0,VU,https://datazone.birdlife.org/species/factsheet/22680358
469,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Aythya valisineria,Canvasback,Canvasback,canvas,avibase-1929E1E1,LC,https://datazone.birdlife.org/species/factsheet/22680364
470,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Aythya collaris,Ring-necked Duck,Ring-necked Duck,rinduc,avibase-0783A7EA,LC,https://datazone.birdlife.org/species/factsheet/22680370
471,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Aythya americana,Redhead,Redhead,redhea,avibase-3072CC16,LC,https://datazone.birdlife.org/species/factsheet/22680367
472,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Aythya fuligula,Tufted Duck,Tufted Duck,tufduc,avibase-67CEA1C1,LC,https://datazone.birdlife.org/species/factsheet/22680391
473,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Aythya novaeseelandiae,New Zealand Scaup,New Zealand Scaup,nezsca1,avibase-3C157679,LC,https://datazone.birdlife.org/species/factsheet/22680395
474,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Aythya affinis,Lesser Scaup,Lesser Scaup,lessca,avibase-50566E50,LC,https://datazone.birdlife.org/species/factsheet/22680402
475,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Aythya marila,Greater Scaup,Greater Scaup,gresca,avibase-25C94A8F,LC,https://datazone.birdlife.org/species/factsheet/22680398
479,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Salvadorina waigiuensis,Salvadori's Teal,Salvadori's Teal,saltea1,avibase-A9FC6BC0,LC,https://datazone.birdlife.org/species/factsheet/22680127
481,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Lophonetta specularioides,Crested Duck,Crested Duck,creduc1,avibase-079F846A,LC,https://datazone.birdlife.org/species/factsheet/22680130
485,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Speculanas specularis,Bronze-winged Duck,Spectacled Duck,speduc2,avibase-DB94B36F,NT,https://datazone.birdlife.org/species/factsheet/22680136
487,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Amazonetta brasiliensis,Brazilian Teal,Brazilian Teal,bratea1,avibase-DDFC6B2B,LC,https://datazone.birdlife.org/species/factsheet/22680115
491,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Tachyeres patachonicus,Flying Steamer Duck,Flying Steamer-Duck,flystd1,avibase-B3F9BB06,LC,https://datazone.birdlife.org/species/factsheet/22680052
492,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Tachyeres pteneres,Fuegian Steamer Duck,Flightless Steamer-Duck,flistd1,avibase-1891E2C4,LC,https://datazone.birdlife.org/species/factsheet/22680033
493,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Tachyeres brachypterus,Falkland Steamer Duck,Falkland Steamer-Duck,falstd1,avibase-13CF7E44,LC,https://datazone.birdlife.org/species/factsheet/22680047
494,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Tachyeres leucocephalus,Chubut Steamer Duck,White-headed Steamer-Duck,whhstd1,avibase-63180090,VU,https://datazone.birdlife.org/species/factsheet/22680038
496,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Sibirionetta formosa,Baikal Teal,Baikal Teal,baitea,avibase-63EABB42,LC,https://datazone.birdlife.org/species/factsheet/22680317
498,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Spatula querquedula,Garganey,Garganey,gargan,avibase-F577BA0F,LC,https://datazone.birdlife.org/species/factsheet/22680313
499,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Spatula hottentota,Blue-billed Teal,Blue-billed Teal,hottea1,avibase-FA831F65,LC,https://datazone.birdlife.org/species/factsheet/22680332
500,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Spatula puna,Puna Teal,Puna Teal,puntea1,avibase-86B0BAFA,LC,https://datazone.birdlife.org/species/factsheet/22680326
501,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Spatula versicolor,Silver Teal,Silver Teal,siltea1,avibase-C8F1E992,LC,https://datazone.birdlife.org/species/factsheet/22680329
504,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Spatula platalea,Red Shoveler,Red Shoveler,redsho1,avibase-CEFACC86,LC,https://datazone.birdlife.org/species/factsheet/22680240
505,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Spatula discors,Blue-winged Teal,Blue-winged Teal,buwtea,avibase-90E2543E,LC,https://datazone.birdlife.org/species/factsheet/22680229
506,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Spatula cyanoptera,Cinnamon Teal,Cinnamon Teal,cintea,avibase-0E599E6C,LC,https://datazone.birdlife.org/species/factsheet/22680233
512,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Spatula smithii,Cape Shoveler,Cape Shoveler,capsho1,avibase-4670CF43,LC,https://datazone.birdlife.org/species/factsheet/22680236
513,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Spatula clypeata,Northern Shoveler,Northern Shoveler,norsho,avibase-ED4CE8E7,LC,https://datazone.birdlife.org/species/factsheet/22680247
514,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Spatula rhynchotis,Australasian Shoveler,Australasian Shoveler,aussho1,avibase-A21E7645,LC,https://datazone.birdlife.org/species/factsheet/22680243
518,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Mareca falcata,Falcated Duck,Falcated Duck,falduc,avibase-978D4485,LC,https://datazone.birdlife.org/species/factsheet/22680153
519,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Mareca strepera,Gadwall,Gadwall,gadwal,avibase-C235A4D7,LC,https://datazone.birdlife.org/species/factsheet/22680149
522,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Mareca marecula,Amsterdam Wigeon,Amsterdam Duck,amsduc1,avibase-B52611C1,EX,https://datazone.birdlife.org/species/factsheet/22728666
523,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Mareca penelope,Eurasian Wigeon,Eurasian Wigeon,eurwig,avibase-15EE0D36,LC,https://datazone.birdlife.org/species/factsheet/22680157
524,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Mareca americana,American Wigeon,American Wigeon,amewig,avibase-D201EB72,LC,https://datazone.birdlife.org/species/factsheet/22680163
525,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Mareca sibilatrix,Chiloe Wigeon,Chiloe Wigeon,chiwig1,avibase-0B8AF41F,LC,https://datazone.birdlife.org/species/factsheet/22680167
527,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas sparsa,African Black Duck,African Black Duck,afbduc1,avibase-1EAFAD9F,LC,https://datazone.birdlife.org/species/factsheet/22680170
530,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas melleri,Meller's Duck,Meller's Duck,melduc1,avibase-9BA03AF9,EN,https://datazone.birdlife.org/species/factsheet/22680225
531,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas undulata,Yellow-billed Duck,Yellow-billed Duck,yebduc1,avibase-7F64AD87,LC,https://datazone.birdlife.org/species/factsheet/22680221
534,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas luzonica,Philippine Duck,Philippine Duck,phiduc1,avibase-9AA3E5C2,LC,https://datazone.birdlife.org/species/factsheet/22680214
535,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas superciliosa,Pacific Black Duck,Pacific Black Duck,pabduc1,avibase-07479AD9,LC,https://datazone.birdlife.org/species/factsheet/22680217
538,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas wyvilliana,Hawaiian Duck,Hawaiian Duck,hawduc,avibase-250EA983,VU,https://datazone.birdlife.org/species/factsheet/22680199
539,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas laysanensis,Laysan Duck,Laysan Duck,layduc,avibase-3F444E5A,CR,https://datazone.birdlife.org/species/factsheet/22680203
540,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas zonorhyncha,Eastern Spot-billed Duck,Eastern Spot-billed Duck,spbduc,avibase-E21470F9,LC,https://datazone.birdlife.org/species/factsheet/22736042
541,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas poecilorhyncha,Indian Spot-billed Duck,Indian Spot-billed Duck,isbduc1,avibase-759C5EB8,LC,https://datazone.birdlife.org/species/factsheet/22736541
544,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas platyrhynchos,Mallard,Mallard,mallar3,avibase-85625D75,LC,https://datazone.birdlife.org/species/factsheet/22680186
547,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas diazi,Mexican Duck,Mexican Duck,mexduc,avibase-42CF45FE,NE,
548,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas rubripes,American Black Duck,American Black Duck,ambduc,avibase-C732CB10,LC,https://datazone.birdlife.org/species/factsheet/22680174
549,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas fulvigula,Mottled Duck,Mottled Duck,motduc,avibase-697B933E,NE,
552,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas capensis,Cape Teal,Cape Teal,captea1,avibase-25DA0F41,LC,https://datazone.birdlife.org/species/factsheet/22680145
553,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas bahamensis,White-cheeked Pintail,White-cheeked Pintail,whcpin,avibase-D2F97D13,LC,https://datazone.birdlife.org/species/factsheet/22680287
557,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas erythrorhyncha,Red-billed Teal,Red-billed Duck,rebduc1,avibase-8F6876AC,LC,https://datazone.birdlife.org/species/factsheet/22680290
558,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas georgica,Yellow-billed Pintail,Yellow-billed Pintail,yebpin1,avibase-B940CCD5,LC,https://datazone.birdlife.org/species/factsheet/22680310
562,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas acuta,Northern Pintail,Northern Pintail,norpin,avibase-56CCA717,LC,https://datazone.birdlife.org/species/factsheet/22680301
563,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas eatoni,Eaton's Pintail,Eaton's Pintail,eatpin1,avibase-8899CF64,LC,https://datazone.birdlife.org/species/factsheet/22680306
566,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas crecca,Green-winged Teal,Green-winged Teal,gnwtea,avibase-BC6C3CCE,NE,
569,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas flavirostris,Yellow-billed Teal,Yellow-billed Teal,yebtea1,avibase-D4263C69,LC,https://datazone.birdlife.org/species/factsheet/22736320
572,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas andium,Andean Teal,Andean Teal,spetea3,avibase-0642F0F9,LC,https://datazone.birdlife.org/species/factsheet/22735557
575,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas gibberifrons,Sunda Teal,Sunda Teal,suntea1,avibase-EC92E98D,LC,https://datazone.birdlife.org/species/factsheet/22727271
576,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas albogularis,Andaman Teal,Andaman Teal,andtea1,avibase-EDB1BDAA,NT,https://datazone.birdlife.org/species/factsheet/22727280
577,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas castanea,Chestnut Teal,Chestnut Teal,chetea1,avibase-DBF66606,LC,https://datazone.birdlife.org/species/factsheet/22680277
580,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas gracilis,Grey Teal,Gray Teal,gretea1,avibase-9CBAFD8F,LC,https://datazone.birdlife.org/species/factsheet/22680271
583,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas bernieri,Bernier's Teal,Bernier's Teal,bertea1,avibase-7CBD0D73,EN,https://datazone.birdlife.org/species/factsheet/22680252
584,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas theodori,Mascarene Teal,Mauritius Duck,mauduc1,avibase-08F2BBC6,EX,https://datazone.birdlife.org/species/factsheet/22728662
585,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas chlorotis,Brown Teal,Brown Teal,brotea1,avibase-DF842C45,NT,https://datazone.birdlife.org/species/factsheet/22728303
586,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas aucklandica,Auckland Teal,Auckland Islands Teal,auitea1,avibase-92C1E596,NT,https://datazone.birdlife.org/species/factsheet/22680280
587,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas nesiotis,Campbell Teal,Campbell Islands Teal,caitea1,avibase-E804C52B,VU,https://datazone.birdlife.org/species/factsheet/22724580
