SEQ,common_name,scientific_name,ADU,avibase_id,avilist_common_name,avilist_scientific_name,avilist_sort,avilist_members,ebird_code,checklist_family,order,birdlife_url,n_avilist_species,endemic,afrotropical,palearctic,waterbird,mass,habitat,habitat_density,migration,trophic_level,trophic_niche,primary_lifestyle,range_size,flag,comment,IUCN,old,new,lost,kept,gain,lost_score,gain_score
69,Cape Wigeon,Anas capensis,98,avibase-25DA0F41,Cape Teal,Anas capensis,552,Anas capensis,captea1,"Ducks, Swans, and Geese",Anseriformes,https://datazone.birdlife.org/species/factsheet/22680145,1,0,0,0,1,402,Wetland,3,2,Omnivore,Aquatic predator,Aquatic,4317287.05,,,Least Concern,15,22,4,11,11,3.99115193323673,10.4137444424359
70,Wigeon,Anas penelope,1280,avibase-15EE0D36,Eurasian Wigeon,Mareca penelope,523,Mareca penelope,eurwig,"Ducks, Swans, and Geese",Anseriformes,https://datazone.birdlife.org/species/factsheet/22680157,1,0,0,1,1,770,Wetland,3,3,Herbivore,Omnivore,Terrestrial,16342850.08,,,Least Concern,19,2,17,2,0,16.500862275258,0
71,Gadwall,Anas strepera,1282,avibase-C235A4D7,Gadwall,Mareca strepera,519,Mareca strepera,gadwal,"Ducks, Swans, and Geese",Anseriformes,https://datazone.birdlife.org/species/factsheet/22680149,1,0,0,1,1,915.6,Wetland,3,2,Herbivore,Herbivore aquatic,Aquatic,18552362.65,,"CJ: A rare bird previously, clearly become even rarer",Least Concern,3,0,3,0,0,2.89947790717504,0
72,Teal,Anas crecca,1274,avibase-BC6C3CCE,Green-winged Teal,Anas crecca,566,Anas crecca,gnwtea,"Ducks, Swans, and Geese",Anseriformes,,1,0,0,1,1,341.9,Wetland,3,2,Herbivore,Herbivore aquatic,Aquatic,31784516.68,,,Not Evaluated,19,4,15,4,0,14.5073471421116,0
73,Garganey,Anas querquedula,885,avibase-F577BA0F,Garganey,Spatula querquedula,498,Spatula querquedula,gargan,"Ducks, Swans, and Geese",Anseriformes,https://datazone.birdlife.org/species/factsheet/22680313,1,0,0,1,1,325.6,Wetland,3,3,Omnivore,Herbivore aquatic,Aquatic,16861397.11,,"CJ: Yes, this is surely a correct picture of its decline",Least Concern,47,18,34,13,5,33.4764138195259,4.72308208367195
74,Yellow-billed Duck,Anas undulata,96,avibase-7F64AD87,Yellow-billed Duck,Anas undulata,531,Anas undulata,yebduc1,"Ducks, Swans, and Geese",Anseriformes,https://datazone.birdlife.org/species/factsheet/22680221,1,0,0,0,1,1008,Wetland,3,2,Herbivore,Herbivore aquatic,Aquatic,8476793.26,,"CJ: Yes… interesting that it has gone from the coast.",Least Concern,32,43,4,28,15,3.90227117391454,14.3957487286261
75,Northern Pintail,Anas acuta,886,avibase-56CCA717,Northern Pintail,Anas acuta,562,Anas acuta,norpin,"Ducks, Swans, and Geese",Anseriformes,https://datazone.birdlife.org/species/factsheet/22680301,1,0,0,1,1,944.6,Wetland,3,3,Herbivore,Herbivore aquatic,Aquatic,28403500.77,,,Least Concern,31,15,21,10,5,20.6148988890513,4.73308686810321
76,Red-billed Teal,Anas erythrorhynchos,97,avibase-8F6876AC,Red-billed Teal,Anas erythrorhyncha,557,Anas erythrorhyncha,rebduc1,"Ducks, Swans, and Geese",Anseriformes,https://datazone.birdlife.org/species/factsheet/22680290,1,0,0,0,1,558.8,Wetland,3,2,Herbivore,Herbivore aquatic,Aquatic,10763443.79,,,Least Concern,45,50,12,33,17,12.0200386814472,16.3536442566112
77,Hottentot Teal,Anas hottentota,99,avibase-FA831F65,Blue-billed Teal,Spatula hottentota,499,Spatula hottentota,hottea1,"Ducks, Swans, and Geese",Anseriformes,https://datazone.birdlife.org/species/factsheet/22680332,1,0,0,0,1,276.4,Wetland,3,1,Herbivore,Omnivore,Generalist,7754871.01,,,Least Concern,36,36,12,24,12,11.9024244389986,11.5029502000161
78,Shoveler,Anas clypeata,93,avibase-ED4CE8E7,Northern Shoveler,Spatula clypeata,513,Spatula clypeata,norsho,"Ducks, Swans, and Geese",Anseriformes,https://datazone.birdlife.org/species/factsheet/22680247,1,0,0,1,1,612.6,Wetland,3,3,Omnivore,Aquatic predator,Aquatic,27068888.24,,,Least Concern,35,16,22,13,3,21.4436197874749,2.84593788707943
79,Southern Pochard,Netta erythrophthalma,102,avibase-36C0242E,Southern Pochard,Netta erythrophthalma,459,Netta erythrophthalma,soupoc1,"Ducks, Swans, and Geese",Anseriformes,https://datazone.birdlife.org/species/factsheet/22680354,1,0,0,0,1,780.4,Wetland,3,2,Herbivore,Herbivore aquatic,Aquatic,10612856.99,,"CJ: The Malindi increase is definitely due to much greater observer effort (L Jilore is visited MANY more times than it would have been during the first bird atlas..)",Least Concern,24,21,13,11,10,12.7422073327112,9.48984784069937
80,Northern Pochard,Aythya ferina,1296,avibase-A96692E0,Common Pochard,Aythya ferina,468,Aythya ferina,compoc,"Ducks, Swans, and Geese",Anseriformes,https://datazone.birdlife.org/species/factsheet/22680358,1,0,0,0,1,823,Wetland,3,1,Herbivore,Herbivore aquatic,Aquatic,16611109.18,,,Vulnerable,2,0,2,0,0,1.94196139658064,0
81,White-eyed Pochard,Aythya nyroca,1304,avibase-7CF91527,Ferruginous Duck,Aythya nyroca,464,Aythya nyroca,ferduc,"Ducks, Swans, and Geese",Anseriformes,https://datazone.birdlife.org/species/factsheet/22680373,1,0,0,1,1,574,Wetland,3,3,Herbivore,Herbivore aquatic,Aquatic,6827514.86,,,Near Threatened,6,0,6,0,0,5.74754493388027,0
82,Tufted Duck,Aythya fuligula,1298,avibase-67CEA1C1,Tufted Duck,Aythya fuligula,472,Aythya fuligula,tufduc,"Ducks, Swans, and Geese",Anseriformes,https://datazone.birdlife.org/species/factsheet/22680391,1,0,0,1,1,701.2,Wetland,3,2,Omnivore,Herbivore aquatic,Aquatic,20377977.97,,"CJ: SO interesting that this sp has vanished. It was always uncommon but now is not present.",Least Concern,12,0,12,0,0,11.728863095137,0
83,Maccoa Duck,Oxyura maccoa,103,avibase-1C2F4E80,Maccoa Duck,Oxyura maccoa,278,Oxyura maccoa,macduc1,"Ducks, Swans, and Geese",Anseriformes,https://datazone.birdlife.org/species/factsheet/22679820,1,0,0,0,1,674,Wetland,3,1,Omnivore,Omnivore,Aquatic,2242706.43,,,Endangered,13,8,9,4,4,8.59341723674023,3.67452081504617
84,White-backed Duck,Thalassornis leuconotus,104,avibase-2EEDACD5,White-backed Duck,Thalassornis leuconotus,242,Thalassornis leuconotus,whbduc1,"Ducks, Swans, and Geese",Anseriformes,https://datazone.birdlife.org/species/factsheet/22679785,1,0,0,0,1,707.5,Wetland,3,1,Herbivore,Herbivore aquatic,Aquatic,10032374.01,,,Least Concern,25,27,12,13,14,11.89301286728,13.4006972813756
85,Secretary Bird,Sagittarius serpentarius,105,avibase-DCBCCEB8,Secretarybird,Sagittarius serpentarius,7945,Sagittarius serpentarius,secret2,"Secretarybird",Accipitriformes,https://datazone.birdlife.org/species/factsheet/22696221,1,0,0,0,0,4017,Grassland,3,2,Carnivore,Vertivore,Terrestrial,14023594.92,,,Endangered,63,45,23,40,5,22.9488048235365,4.85738009630019
86,Palm-nut Vulture,Gypohierax angolensis,112,avibase-14885C18,Palm-nut Vulture,Gypohierax angolensis,7977,Gypohierax angolensis,panvul1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,https://datazone.birdlife.org/species/factsheet/22695170,1,0,0,0,1,1600,Forest,2,1,Herbivore,Frugivore,Insessorial,9715580.32,,,Least Concern,18,30,5,13,17,4.97478717644457,16.3374841880024
87,Lappet-faced Vulture,Torgos tracheliotus,108,avibase-672EA454,Lappet-faced Vulture,Torgos tracheliotos,8060,Torgos tracheliotos,lafvul1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,https://datazone.birdlife.org/species/factsheet/22695238,1,0,0,0,0,6969,Grassland,3,2,Scavenger,Scavenger,Terrestrial,8489832.71,,,Endangered,69,43,33,36,7,32.9876307939986,6.70748321844961
88,White-headed Vulture,Trigonoceps occipitalis,109,avibase-93D7EC56,White-headed Vulture,Trigonoceps occipitalis,8056,Trigonoceps occipitalis,whhvul1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,https://datazone.birdlife.org/species/factsheet/22695250,1,0,0,0,0,3016,Shrubland,2,1,Scavenger,Scavenger,Terrestrial,6011586.35,,,Critically Endangered,60,31,38,22,9,37.5055042649138,8.76302003133413
89,Ruppell's Vulture,Gyps rueppellii,1029,avibase-76B512B1,Rüppell's Vulture,Gyps rueppelli,8075,Gyps rueppelli,ruegri1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,https://datazone.birdlife.org/species/factsheet/22695207,1,0,0,0,0,7400,Grassland,3,1,Scavenger,Scavenger,Terrestrial,6445230.81,,,Critically Endangered,65,56,20,45,11,20.2269861699494,10.6814048593396
90,African White-backed Vulture,Gyps africanus,107,avibase-0419DDC2,White-backed Vulture,Gyps africanus,8068,Gyps africanus,whbvul1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,https://datazone.birdlife.org/species/factsheet/22695189,1,0,0,0,0,5433,Shrubland,2,1,Scavenger,Scavenger,Terrestrial,10465544.7,,,Critically Endangered,81,70,17,64,6,16.9247804958429,6.05612133908695
91,Egyptian Vulture,Neophron percnopterus,111,avibase-6D3480A6,Egyptian Vulture,Neophron percnopterus,7983,Neophron percnopterus,egyvul1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,https://datazone.birdlife.org/species/factsheet/22695180,1,0,0,0,0,2082,Grassland,3,3,Omnivore,Scavenger,Generalist,14111672.38,,,Endangered,68,40,32,36,4,32.0243007359956,3.98562233621933
92,Hooded Vulture,Neophron monachus,110,avibase-131038AD,Hooded Vulture,Necrosyrtes monachus,8064,Necrosyrtes monachus,hoovul1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,https://datazone.birdlife.org/species/factsheet/22695185,1,0,0,0,0,2043,Shrubland,2,1,Scavenger,Scavenger,Terrestrial,10764077.19,,,Critically Endangered,76,54,34,42,12,33.9447575401994,11.7399643548377
93,Lammergeier,Gypaetus barbatus,150,avibase-81DB7410,Bearded Vulture,Gypaetus barbatus,7979,Gypaetus barbatus,lammer1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,https://datazone.birdlife.org/species/factsheet/22695174,1,0,0,0,0,5695,Rock,3,2,Scavenger,Scavenger,Terrestrial,8369572.33,"This species was re-introduces in Hell's Gate (62c)",,Near Threatened,12,4,9,3,1,8.90303955622277,1.01126324748867
94,Harrier-Hawk,Polyboroides typus,171,avibase-C505EA72,African Harrier-Hawk,Polyboroides typus,7973,Polyboroides typus,afhhaw1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,https://datazone.birdlife.org/species/factsheet/22695409,1,0,0,0,0,633.2,Forest,1,1,Carnivore,Vertivore,Insessorial,14893143.16,,,Least Concern,72,91,2,70,21,1.94573718679037,20.6871806647407
95,Pallid Harrier,Circus macrourus,168,avibase-22647E26,Pallid Harrier,Circus macrourus,8428,Circus macrourus,palhar1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,https://datazone.birdlife.org/species/factsheet/22695396,1,0,0,1,0,384.4,Grassland,3,3,Carnivore,Vertivore,Aerial,6168290.72,,,Near Threatened,61,52,19,42,10,18.7522304164284,9.79284085207764
96,Montagu's Harrier,Circus pygargus,170,avibase-63B6412E,Montagu's Harrier,Circus pygargus,8434,Circus pygargus,monhar1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,https://datazone.birdlife.org/species/factsheet/22695405,1,0,0,1,0,310.8,Grassland,3,3,Carnivore,Vertivore,Aerial,6837154.32,,,Least Concern,59,53,19,40,13,18.8035776123261,12.7567772595812
97,Eurasian Marsh Harrier,Circus aeruginosus,166,avibase-E2A19474,Western Marsh Harrier,Circus aeruginosus,8437,Circus aeruginosus,wemhar1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,https://datazone.birdlife.org/species/factsheet/22695344,1,0,0,1,1,704.1,Wetland,3,2,Carnivore,Vertivore,Aerial,13390803.81,,,Least Concern,45,60,8,37,23,8.1165831078901,22.3972588269807
98,African Marsh Harrier,Circus ranivorus,167,avibase-2A2C169B,African Marsh Harrier,Circus ranivorus,8436,Circus ranivorus,afmhar1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,https://datazone.birdlife.org/species/factsheet/22695352,1,0,0,0,1,507,Wetland,3,1,Carnivore,Vertivore,Aerial,4426338.22,"This species is prone to misidentification and its maps might be affected by error.",,Least Concern,35,34,15,20,14,14.6484768441939,13.4737594649817
99,Bateleur,Terathopius ecaudatus,151,avibase-6CBD8724,Bateleur,Terathopius ecaudatus,8111,Terathopius ecaudatus,batele1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,https://datazone.birdlife.org/species/factsheet/22695289,1,0,0,0,0,2200,Woodland,2,1,Carnivore,Omnivore,Generalist,14023477.79,,,Endangered,108,75,38,70,5,37.5542560117527,4.861156724477
100,Short-toed Snake Eagle,Circaetus gallicus,0,avibase-A0C5797F,Beaudouin's/Black-chested/Short-toed Snake Eagle,Circaetus sp.,8118,Circaetus beaudouini|Circaetus pectoralis|Circaetus gallicus,beasne1|bkbsne1|shteag1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,,3,0,0,0,0,1500,Woodland,2,1,Carnivore,Vertivore,Insessorial,3453409.14,,"Historical lump of 3 species, treated as one taxon (Circaetus gallicus) in the 1970-1984 atlas: Beaudouin's Snake-Eagle (Circaetus beaudouini, 22 Kenyan eBird records 2009-2023); Black-chested Snake-Eagle (Circaetus pectoralis, 3329 Kenyan eBird records 2009-2023); Short-toed Snake-Eagle (Circaetus gallicus, 4 Kenyan eBird records 2009-2023). At least one member was already a distinct, field-separable species during the atlas era; old-atlas records for this concept may include unseparated or misidentified individuals of either.",Vulnerable,87,70,27,60,10,27.0266014963961,9.68438555466835
101,Brown Snake Eagle,Circaetus cinereus,145,avibase-6904D83F,Brown Snake Eagle,Circaetus cinereus,8120,Circaetus cinereus,brseag1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,https://datazone.birdlife.org/species/factsheet/22695271,1,0,0,0,0,2048,Shrubland,2,1,Carnivore,Vertivore,Insessorial,11541044.04,,,Least Concern,56,69,9,47,22,8.90565562834648,21.2565724715243
102,Banded Snake Eagle,Circaetus cinerascens,148,avibase-4327F813,Western Banded Snake Eagle,Circaetus cinerascens,8114,Circaetus cinerascens,baseag1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,https://datazone.birdlife.org/species/factsheet/22695283,1,0,0,0,0,1126,Forest,1,1,Carnivore,Vertivore,Insessorial,5762003,,,Least Concern,18,18,9,9,9,8.8442889526549,8.72014568592316
103,Southern Banded Snake Eagle,Circaetus fasciolatus,147,avibase-9F2839A9,Southern Banded Snake Eagle,Circaetus fasciolatus,8113,Circaetus fasciolatus,faseag1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,https://datazone.birdlife.org/species/factsheet/22695277,1,0,0,0,0,1013.6,Woodland,3,1,Carnivore,Vertivore,Insessorial,734455.97,,,Near Threatened,8,11,1,7,4,0.973902298283606,4.07082194697818
104,Great Sparrowhawk,Accipiter melanoleucus,159,avibase-819AB823,Black Sparrowhawk,Astur melanoleucus,8421,Astur melanoleucus,blagos1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,https://datazone.birdlife.org/species/factsheet/22695673,1,0,0,0,0,699,Forest,1,1,Carnivore,Vertivore,Generalist,9067092.6,,,Least Concern,34,66,3,31,35,2.82634596131458,33.7159407554507
105,Ovampo Sparrowhawk,Accipiter ovampensis,157,avibase-BAE91683,Ovambo Sparrowhawk,Accipiter ovampensis,8373,Accipiter ovampensis,ovaspa2,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,https://datazone.birdlife.org/species/factsheet/22695619,1,0,0,0,0,195,Shrubland,2,1,Carnivore,Vertivore,Aerial,7295779.86,,,Least Concern,10,19,7,3,16,6.768013231306,15.305364154616
106,Eurasian Sparrowhawk,Accipiter nisus,1006,avibase-DB376A66,Eurasian Sparrowhawk,Accipiter nisus,8388,Accipiter nisus,eurspa1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,https://datazone.birdlife.org/species/factsheet/22695624,1,0,0,1,0,220.8,Forest,1,2,Carnivore,Vertivore,Insessorial,23601609.31,"This species is prone to misidentification and its maps might be affected by error.",,Least Concern,0,5,0,0,5,0,4.82666222707992
107,Rufous Sparrowhawk,Accipiter rufiventris,156,avibase-EC0E680F,Rufous-breasted Sparrowhawk,Accipiter rufiventris,8385,Accipiter rufiventris,rucspa2,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,https://datazone.birdlife.org/species/factsheet/22695630,1,0,0,0,0,198,Forest,1,1,Carnivore,Vertivore,Aerial,756057.21,,,Least Concern,12,12,6,6,6,5.96011801929126,5.7815136471636
108,African Goshawk,Accipiter tachiro,160,avibase-35A1472C,African Goshawk,Aerospiza tachiro,8254,Aerospiza tachiro,afrgos1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,,1,0,0,0,0,290.2,Forest,1,1,Carnivore,Vertivore,Aerial,5174215.21,,,Not Evaluated,47,68,9,38,30,8.91449017506882,29.0693954721724
109,Little Sparrowhawk,Accipiter minullus,158,avibase-CE1CF6FD,Little Sparrowhawk,Tachyspiza minulla,8267,Tachyspiza minulla,litspa1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,https://datazone.birdlife.org/species/factsheet/22695581,1,0,0,0,0,87.4,Forest,1,1,Carnivore,Vertivore,Generalist,6794381.58,,,Least Concern,38,73,4,34,39,4.02701232048264,37.7158587773872
110,Shikra,Accipiter badius,161,avibase-1A0ECB6E,Shikra,Tachyspiza badia,8297,Tachyspiza badia,shikra1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,https://datazone.birdlife.org/species/factsheet/22695490,1,0,0,0,0,131.2,Shrubland,2,3,Carnivore,Vertivore,Insessorial,22374973,,,Least Concern,50,71,13,37,34,12.9159917942733,32.8137615618829
111,Levant Sparrowhawk,Accipiter brevipes,2074,avibase-8492E4B7,Levant Sparrowhawk,Tachyspiza brevipes,8307,Tachyspiza brevipes,levspa1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,https://datazone.birdlife.org/species/factsheet/22695499,1,0,0,1,0,186.5,Forest,1,3,Carnivore,Vertivore,Generalist,2936751.8,"This species is prone to misidentification and its maps might be affected by error.",,Least Concern,1,16,0,1,15,0,14.4197151166391
112,Dark Chanting Goshawk,Melierax metabates,163,avibase-D2AFD39B,Dark Chanting Goshawk,Melierax metabates,8237,Melierax metabates,dacgos1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,https://datazone.birdlife.org/species/factsheet/22695425,1,0,0,0,0,674.5,Shrubland,2,1,Carnivore,Vertivore,Insessorial,12484209.96,,,Least Concern,19,35,1,18,17,0.977637739136406,16.237665202245
113,Pale Chanting Goshawk,Melierax poliopterus,2136,avibase-FA3A1F20,Eastern Chanting Goshawk,Melierax poliopterus,8242,Melierax poliopterus,eacgos1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,https://datazone.birdlife.org/species/factsheet/22695431,1,0,0,0,0,629.9,Shrubland,2,1,Carnivore,Vertivore,Insessorial,2071175.93,,,Least Concern,86,83,13,73,10,13.1533680110994,9.68546476634852
114,Gabar Goshawk,Melierax gabar,162,avibase-922DE9C1,Gabar Goshawk,Micronisus gabar,8230,Micronisus gabar,gabgos2,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,https://datazone.birdlife.org/species/factsheet/22695445,1,0,0,0,0,169.6,Grassland,3,2,Carnivore,Vertivore,Insessorial,13910595.47,,,Least Concern,82,91,14,68,23,14.307362974097,22.2140167309939
115,Lizard Buzzard,Kaupifalco monogrammicus,144,avibase-3EEB66ED,Lizard Buzzard,Kaupifalco monogrammicus,8247,Kaupifalco monogrammicus,lizbuz1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,https://datazone.birdlife.org/species/factsheet/22695421,1,0,0,0,0,278.9,Woodland,3,1,Carnivore,Invertivore,Insessorial,13079368.52,,,Least Concern,37,56,5,32,24,5.06778349023219,23.2310603402325
116,Mountain Buzzard,Buteo tachardus,2112,avibase-5BFEFD9A,Mountain Buzzard,Buteo oreophilus,8642,Buteo oreophilus,moubuz2,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,https://datazone.birdlife.org/species/factsheet/22728020,1,0,0,0,0,700,Forest,1,1,Carnivore,Vertivore,Insessorial,674707.01,,,Near Threatened,22,32,5,17,15,4.97602250922031,14.5623217854628
117,Common Buzzard,Buteo buteo,154,avibase-3C0C325D,Common Buzzard,Buteo buteo,8644,Buteo buteo,combuz1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,https://datazone.birdlife.org/species/factsheet/61695117,1,0,0,1,0,759.1,Grassland,3,2,Carnivore,Vertivore,Insessorial,11719424.27,,,Least Concern,57,68,10,47,21,10.169669692547,20.1916186371418
118,Long-legged Buzzard,Buteo rufinus,979,avibase-CC65921F,Long-legged Buzzard,Buteo rufinus,8655,Buteo rufinus,lolbuz1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,https://datazone.birdlife.org/species/factsheet/22736562,1,0,0,1,0,1166.2,Grassland,3,3,Carnivore,Vertivore,Generalist,8574436.83,"This species is prone to misidentification and its maps might be affected by error.",,Least Concern,8,8,6,2,6,5.95799825278175,5.70845351605746
119,Augur Buzzard,Buteo augur,153,avibase-EBDC03AA,Augur Buzzard,Buteo augur,8639,Buteo augur,augbuz2,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,https://datazone.birdlife.org/species/factsheet/22732019,1,0,0,0,0,1099.2,Woodland,2,1,Carnivore,Vertivore,Insessorial,3919632.94,,,Least Concern,79,83,5,74,9,5.20451276394872,8.97015711107583
120,Grasshopper Buzzard,Butastur rufipennis,2100,avibase-45A1D850,Grasshopper Buzzard,Butastur rufipennis,8494,Butastur rufipennis,grabuz1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,https://datazone.birdlife.org/species/factsheet/22695714,1,0,1,0,0,334.9,Woodland,3,1,Carnivore,Invertivore,Insessorial,3625177.22,,,Least Concern,33,32,14,19,13,13.8643780959319,12.3790392380662
121,Long-crested Eagle,Lophaetus occipitalis,138,avibase-14B9664A,Long-crested Eagle,Lophaetus occipitalis,8162,Lophaetus occipitalis,loceag1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,https://datazone.birdlife.org/species/factsheet/22696134,1,0,0,0,0,1067,Forest,2,1,Carnivore,Vertivore,Insessorial,14031980.87,,,Least Concern,71,71,11,60,11,11.0819693292313,10.7273812585812
